Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
switch-plus-5-puertos-base-100-11646,SWITCH PLUS 5 PUERTOS BASE 100,<p>SWITCH PLUS 5 PUERTOS BASE 100 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,11646,250,shopify,5,deny,manual,45000,51750,TRUE,FALSE,http://www.goditek.com/cdn/shop/files/SWITCH-PLUS-5-PUERTOS-BASE-100---JAL-PS5_11646_JAL-PS5_1_1200x1200.png?v=1751043231,1,active
base-refrigerante-reclinable-2-b-180a-11796,BASE REFRIGERANTE RECLINABLE 2 B-180A,<p>BASE REFRIGERANTE RECLINABLE 2 B-180A con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,11796,250,shopify,4,deny,manual,55000,63250,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2025/07/BASE-REFRIGERANTE-RECLINABLE-2-B-180A_11796_B-180A_2-768x768.png,1,active
jaltech-base-refrigerante-ergo-10598,JALTECH BASE REFRIGERANTE ERGO,<p>JALTECH BASE REFRIGERANTE ERGO con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,10598,250,shopify,1,deny,manual,60000,69000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2024/05/BASE-REFRIGERANTE-ERGO-BLACK_10598_N18_7.png,1,active
adaptador-wifi-2-en-1-bt-150-mb-11879,ADAPTADOR WIFI 2 EN 1 BT 150 MB,<p>ADAPTADOR WIFI 2 EN 1 BT 150 MB con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,11879,250,shopify,8,deny,manual,30000,34500,TRUE,FALSE,https://chars.com.gt/wp-content/uploads/2023/07/ADAPTADOR-2-EN-1.jpg,1,active
combo-basik-tech-inalambrico-80163,COMBO BASIK TECH INALAMBRICO,<p>COMBO BASIK TECH INALAMBRICO con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,80163,250,shopify,3,deny,manual,65000,74750,TRUE,FALSE,https://easycolombia.vtexassets.com/arquivos/ids/267004/image-342af1bb5eb14f91beae4c8695fa4df6.jpg?v=638933912793570000,1,active
pad-mouse-basik-80166,PAD MOUSE BASIK,<p>PAD MOUSE BASIK con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,80166,250,shopify,10,deny,manual,15000,17250,TRUE,FALSE,https://exitocol.vteximg.com.br/arquivos/ids/24169777/pad-mouse-basik-bskpad-80166.jpg?v=638594182466470000,1,active
carg-para-hp-19-5v-2-31a-45w-80178,CARG PARA HP 19.5V -2.31A 45W,<p>CARG PARA HP 19.5V -2.31A 45W con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,80178,250,shopify,6,deny,manual,60000,69000,TRUE,FALSE,https://eurocomputer.com.uy/wp-content/uploads/2024/09/hp-charger-original.png,1,active
hub-3-0-basik-tech-bskhub3-0-80269,HUB 3.0 BASIK TECH BSKHUB3.0,<p>HUB 3.0 BASIK TECH BSKHUB3.0 con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,80269,250,shopify,8,deny,manual,25000,28750,TRUE,FALSE,https://roxvan.com/wp-content/uploads/2026/03/c584812325688d0557398005fc454d57cee6230c-1771943454-WhatsAppImage2026-02-24at9.07.29AM-1.jpeg,1,active
mouse-genius-alambrico-dx-120-dx-120,MOUSE GENIUS ALAMBRICO DX-120,<p>MOUSE GENIUS ALAMBRICO DX-120 con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,DX-120,250,shopify,1,deny,manual,40000,46000,TRUE,FALSE,https://panamericana.vtexassets.com/arquivos/ids/589947/mouse-optico-alambrico-dx-120-negro-2-4710268262299.jpg?v=638816179245930000,1,active
caja-externa-3-0-basik-tech-bskcaja3-80271,CAJA EXTERNA 3.0 BASIK TECH BSKCAJA3,<p>CAJA EXTERNA 3.0 BASIK TECH BSKCAJA3 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,80271,250,shopify,11,deny,manual,40000,46000,TRUE,FALSE,https://www.quorumsystem.com.co/wp-content/uploads/2026/03/ghjm.png,1,active
base-refrigerante-reclinable-bsk-80425,BASE REFRIGERANTE RECLINABLE BSK,<p>BASE REFRIGERANTE RECLINABLE BSK con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,80425,250,shopify,4,deny,manual,45000,51750,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2024/11/BASE-REFRIGERANTE-RECLINABLE-BSK-B2V_80425_BSK-B2V_2.png,1,active
teclado-inalambrico-bt-2-4-80445,TECLADO INALAMBRICO BT+2.4,<p>TECLADO INALAMBRICO BT+2.4 con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,80445,250,shopify,3,deny,manual,70000,80500,TRUE,FALSE,https://exitocol.vtexassets.com/arquivos/ids/29061853/image-8ea255e9fe894360838eb35f95a055a6.jpg?v=638876899441070000,1,active
reloj-inteligente-corn-9002,RELOJ INTELIGENTE CORN,<p>RELOJ INTELIGENTE CORN con garantía oficial Tecno+.</p>,Tecno+,Smartwatch y Relojes,Smartwatch y Relojes,"Smartwatch y Relojes, tecno-plus",TRUE,Title,Default Title,9002,250,shopify,1,deny,manual,160000,184000,TRUE,FALSE,https://www.aravegas.com/wp-content/uploads/2025/07/WhatsApp-Image-2025-09-24-at-12.43.56-PM.jpeg,1,active
reloj-digital-d20-749264,RELOJ DIGITAL D20,<p>RELOJ DIGITAL D20 con garantía oficial Tecno+.</p>,Tecno+,Smartwatch y Relojes,Smartwatch y Relojes,"Smartwatch y Relojes, tecno-plus",TRUE,Title,Default Title,749264,250,shopify,10,deny,manual,70000,80500,TRUE,FALSE,https://cdn.awsli.com.br/2500x2500/2484/2484198/produto/181271710f5dac1392b.jpg,1,active
smartwatch-white-1-83-watch-8-30659,"SMARTWATCH WHITE 1 83"" WATCH 8","<p>SMARTWATCH WHITE 1 83"" WATCH 8 con garantía oficial Tecno+.</p>",Tecno+,Smartwatch y Relojes,Smartwatch y Relojes,"Smartwatch y Relojes, tecno-plus",TRUE,Title,Default Title,30659,250,shopify,3,deny,manual,70000,80500,TRUE,FALSE,"https://jaltechsas.com/wp-content/uploads/2024/08/SMARTWATCH-WHITE-1,83_30659_Watch-8_2.png",1,active
tws-wireles-earbuds-noise-reduction-vs-w02,TWS WIRELES EARBUDS NOISE REDUCTION,<p>TWS WIRELES EARBUDS NOISE REDUCTION con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,VS-W02,250,shopify,25,deny,manual,65000,74750,TRUE,FALSE,https://ae01.alicdn.com/kf/S052110fba72843d1a42ded4f7d289d92x/T2-TWS-Wireless-Earphone-Bluetooth-5-3-Headphones-Sport-Gaming-Headsets-Noise-Reduction-Earbuds-Bass-Touch.jpg,1,active
microfono-tipo-c-dock-carga-rc01-30750,MICROFONO TIPO C + DOCK CARGA RC01,<p>MICROFONO TIPO C + DOCK CARGA RC01 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,30750,250,shopify,1,deny,manual,90000,103500,TRUE,FALSE,https://ae01.alicdn.com/kf/S60861061c9604231b2af4863bbb2857cE/Adaptador-de-Audio-de-micr-fono-de-3-5mm-micr-fono-de-Puerto-tipo-c-para.jpg,1,active
audifonos-bluetooth-tws-f9-30572,AUDIFONOS BLUETOOTH TWS F9,<p>AUDIFONOS BLUETOOTH TWS F9 con garantía oficial Tecno+.</p>,Tecno+,Audífonos y Diademas,Audífonos y Diademas,"Audífonos y Diademas, tecno-plus",TRUE,Title,Default Title,30572,250,shopify,2,deny,manual,45000,51750,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_901753-MLV54976761587_042023-O.webp,1,active
microfono-harvic-con-caja-de-carga-mcs-590,MICROFONO HARVIC CON CAJA DE CARGA,<p>MICROFONO HARVIC CON CAJA DE CARGA con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,MCS-590,250,shopify,1,deny,manual,140000,161000,TRUE,FALSE,https://harvic.com.co/wp-content/uploads/2023/09/MCS-590-TC-1.webp,1,active
vidvie-audifono-anc-tws-wireless-earbuds-bt884,VIDVIE AUDIFONO ANC TWS Wireless Earbuds,<p>VIDVIE AUDIFONO ANC TWS Wireless Earbuds con garantía oficial Tecno+.</p>,Tecno+,Audífonos y Diademas,Audífonos y Diademas,"Audífonos y Diademas, tecno-plus",TRUE,Title,Default Title,BT884,250,shopify,1,deny,manual,170000,195500,TRUE,FALSE,https://www.vidvie.hk/Uploads/20240518/1716020415861919.png,1,active
vidvie-audifonos-bt-851-true-stereo-bt851,VIDVIE AUDIFONOS BT 851 TRUE STEREO,<p>VIDVIE AUDIFONOS BT 851 TRUE STEREO con garantía oficial Tecno+.</p>,Tecno+,Audífonos y Diademas,Audífonos y Diademas,"Audífonos y Diademas, tecno-plus",TRUE,Title,Default Title,BT851,250,shopify,1,deny,manual,120000,138000,TRUE,FALSE,https://www.vidvie.hk/Uploads/20210130/1611978132737177.jpg,1,active
microfono-tx-de-solapa-tipo-c-f9-tc-30699,MICROFONO TX DE SOLAPA TIPO C F9 TC,<p>MICROFONO TX DE SOLAPA TIPO C F9 TC con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,30699,250,shopify,4,deny,manual,80000,92000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2024/09/MICROFONO TX DE SOLAPA TIPO C_30699_F9-TC_2.png?ref=30699,1,active
microfono-kukiho-inalambrico-kuki9,MICROFONO KUKIHO INALAMBRICO,<p>MICROFONO KUKIHO INALAMBRICO con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,KUKI9,250,shopify,1,deny,manual,200000,230000,TRUE,FALSE,https://www.speakersincode.com/wp-content/uploads/images/B0DDCLGJ1D.webp,1,active
microfono-k8-para-celular-30518,MICROFONO K8 PARA CELULAR,<p>MICROFONO K8 PARA CELULAR con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,30518,250,shopify,2,deny,manual,40000,46000,TRUE,FALSE,https://exitocol.vtexassets.com/arquivos/ids/29053034/image-2a06695903894d7985be2a56b4ca90b8.jpg?v=638876754417130000,1,active
ows-open-clip-ear-wireless-headset-bt870,OWS OPEN CLIP-EAR WIRELESS HEADSET,<p>OWS OPEN CLIP-EAR WIRELESS HEADSET con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,BT870,250,shopify,1,deny,manual,130000,149500,TRUE,FALSE,https://www.szcomtang.com/uploads/allimg/20240301/1-2403010U225937.png,1,active
microfono-set-x2-k9-para-celular-k9-30541,MICROFONO SET X2 K9 PARA CELULAR K9,<p>MICROFONO SET X2 K9 PARA CELULAR K9 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,30541,250,shopify,1,deny,manual,60000,69000,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2023/11/Microfonos-Set-X2-K9-Para-Celular1-500x500.png,1,active
combo-extreme-smart-band-audifonos-11572,COMBO EXTREME SMART BAND + AUDIFONOS,<p>COMBO EXTREME SMART BAND + AUDIFONOS con garantía oficial Tecno+.</p>,Tecno+,Audífonos y Diademas,Audífonos y Diademas,"Audífonos y Diademas, tecno-plus",TRUE,Title,Default Title,11572,250,shopify,1,deny,manual,60000,69000,TRUE,FALSE,https://cdnx.jumpseller.com/locuradeofertas-com/image/24899129/SUPER_COMBO_Smartband_manilla_inteligente_M5___audifonos_deportivos_bluetooth_magneticos_usalos_juntos_.jpg?1654533737,1,active
audifonos-a6s-true-67,AUDIFONOS A6S TRUE,<p>AUDIFONOS A6S TRUE con garantía oficial Tecno+.</p>,Tecno+,Audífonos y Diademas,Audífonos y Diademas,"Audífonos y Diademas, tecno-plus",TRUE,Title,Default Title,67,250,shopify,1,deny,manual,65000,74750,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_792094-MLA87234225039_072025-O.webp,1,active
audifonos-apple-earpods-plug-63,AUDIFONOS APPLE EARPODS PLUG,<p>AUDIFONOS APPLE EARPODS PLUG con garantía oficial Tecno+.</p>,Tecno+,Audífonos y Diademas,Audífonos y Diademas,"Audífonos y Diademas, tecno-plus",TRUE,Title,Default Title,63,250,shopify,2,deny,manual,45000,51750,TRUE,FALSE,https://futuryshop.com/wp-content/uploads/2024/04/WhatsApp-Image-2023-03-26-at-12.07.55-AM-2.jpeg,1,active
jaltech-parlente-usb-11116,JALTECH PARLENTE USB,<p>JALTECH PARLENTE USB con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,11116,250,shopify,2,deny,manual,60000,69000,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2023/11/Speakers-Usb-Rgb-Pc-K8.png,1,active
parlantes-usb-pc-prime-ft-2058-11766,PARLANTES USB PC PRIME FT-2058,<p>PARLANTES USB PC PRIME FT-2058 con garantía oficial Tecno+.</p>,Tecno+,Sonido y Audio,Sonido y Audio,"Sonido y Audio, tecno-plus",TRUE,Title,Default Title,11766,250,shopify,1,deny,manual,70000,80500,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_792880-MLU76048642435_042024-O.webp,1,active
altavoces-estereo-versatiles-multimedia-e-1303,ALTAVOCES ESTEREO VERSATILES MULTIMEDIA,<p>ALTAVOCES ESTEREO VERSATILES MULTIMEDIA con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,E-1303,250,shopify,2,deny,manual,70000,80500,TRUE,FALSE,https://www.futurainformatica.com.py/images/upload/products_91/f89d4290969743d6f80e1bb8f621e346.jpg,1,active
usb-2-0-multimedia-portable-speaker-m600-consmo-m600,USB 2.0 MULTIMEDIA PORTABLE SPEAKER M600 CONSMO,<p>USB 2.0 MULTIMEDIA PORTABLE SPEAKER M600 CONSMO con garantía oficial Tecno+.</p>,Tecno+,Sonido y Audio,Sonido y Audio,"Sonido y Audio, tecno-plus",TRUE,Title,Default Title,M600,250,shopify,1,deny,manual,30000,34500,TRUE,FALSE,https://megadeals.lk/wp-content/uploads/2026/04/ChatGPT-Image-Apr-21-2026-06_28_30-PM-1200x1200.png,1,active
radio-solar-charge-ns-8878,RADIO SOLAR CHARGE,<p>RADIO SOLAR CHARGE con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,NS-8878,250,shopify,1,deny,manual,55000,63250,TRUE,FALSE,https://www.comprasin.com/wp-content/uploads/2025/02/Radio-Portatil-Solar-NS-8877-8.png,1,active
hub-usb-tipo-c-x4-11047,HUB USB TIPO C X4,<p>HUB USB TIPO C X4 con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,11047,250,shopify,6,deny,manual,25000,28750,TRUE,FALSE,https://basevirtual.com.co/wp-content/uploads/2025/06/HUB-USB-TIPO-C-11047-TIENDA-BASE-VIRTUAL.png,1,active
web-cam-hd-720-11050,WEB CAM HD 720,<p>WEB CAM HD 720 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,11050,250,shopify,2,deny,manual,80000,92000,TRUE,FALSE,https://luegopagocdn.azureedge.net/content-process/products-images/prod/2926/a9539485-7355-45ed-83f8-c2696db0c26c.webp,1,active
cargador-c-c-single-type-c-fast-wall-charger-25w-vs-a13c&c,CARGADOR C-C SINGLE TYPE-C FAST WALL CHARGER 25W,<p>CARGADOR C-C SINGLE TYPE-C FAST WALL CHARGER 25W con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,VS-A13C&C,250,shopify,20,deny,manual,40000,46000,TRUE,FALSE,https://m.media-amazon.com/images/I/61WXMgUxzdL._AC_.jpg,1,active
single-type-c-gan-charger-30w-cargador-c-lightnig-vs-a16c&i,SINGLE TYPE-C GAN CHARGER 30W CARGADOR C-LIGHTNIG,<p>SINGLE TYPE-C GAN CHARGER 30W CARGADOR C-LIGHTNIG con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,VS-A16C&i,250,shopify,17,deny,manual,60000,69000,TRUE,FALSE,https://www.stf.tech/cdn/shop/files/5-STF_0109_1000x1000_Infografias-ST-P77170-1.jpg?v=1760634616,1,active
cargador-single-usb-fast-wall-charger-22w-usb-c-vs-a12t,CARGADOR SINGLE USB FAST WALL CHARGER 22W USB-C,<p>CARGADOR SINGLE USB FAST WALL CHARGER 22W USB-C con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,VS-A12T,250,shopify,20,deny,manual,30000,34500,TRUE,FALSE,https://i5.walmartimages.com/seo/Original-Samsung-Galaxy-A12-Super-Fast-Charging-Block-2-Pack-25W-Wall-Charger-USB-C-Adapters-Cable-Not-Included-Black_63bbde9c-9c11-4b55-9985-82b1628fbb26.bba6a6e082ec51bc366d2b59f6b7b001.jpeg,1,active
cubo-samsung-25w-original-nb-009,CUBO SAMSUNG 25W ORIGINAL,<p>CUBO SAMSUNG 25W ORIGINAL con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,NB-009,250,shopify,2,deny,manual,50000,57500,TRUE,FALSE,https://rimage.ripley.com.pe/home.ripley/Attachment/MKP/1498/PMP20000106168/full_image-1.jpeg,1,active
cargador-gta-v8-hc-201 v8,CARGADOR GTA V8,<p>CARGADOR GTA V8 con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,HC-201 V8,250,shopify,2,deny,manual,20000,23000,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_819470-MLM54292512636_032023-O.webp,1,active
type-c-to-lighthing-data-cable-vidvie-20w-cb477,TYPE -C TO LIGHTHING DATA CABLE VIDVIE 20W,<p>TYPE -C TO LIGHTHING DATA CABLE VIDVIE 20W con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,CB477,250,shopify,4,deny,manual,25000,28750,TRUE,FALSE,https://www.i-techcenter.co.uk/wp-content/uploads/2022/10/cable-vidvie-cb477-type-clightning-1m-grey-4-700x700.jpg,1,active
cargadores-motorola-turbo-125-duo-9008,CARGADORES MOTOROLA TURBO 125 DUO,<p>CARGADORES MOTOROLA TURBO 125 DUO con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,9008,250,shopify,1,deny,manual,40000,46000,TRUE,FALSE,https://cdn.v2.tiendanegocio.com/gallery/20736/img_20736_193b4897e5f.png,1,active
cargador-motorola-x8-38w-9005,CARGADOR MOTOROLA X8 38W,<p>CARGADOR MOTOROLA X8 38W con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,9005,250,shopify,2,deny,manual,25000,28750,TRUE,FALSE,https://exitocol.vtexassets.com/arquivos/ids/24479088/cargador-motorola-turbo-power-38w-cable-tipo-c-carga-rapida.jpg?v=638612363310600000,1,active
cargadores-samsung-galaxy-note-9-9006,CARGADORES SAMSUNG GALAXY NOTE 9,<p>CARGADORES SAMSUNG GALAXY NOTE 9 con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,9006,250,shopify,1,deny,manual,25000,28750,TRUE,FALSE,https://images.mobilefun.co.uk/graphics/450pixelp/68890.jpg,1,active
cable-vidvie-type-c-to-lightning-2-4-a-cb460,CABLE VIDVIE TYPE-C TO LIGHTNING (2.4 A),<p>CABLE VIDVIE TYPE-C TO LIGHTNING (2.4 A) con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,CB460,250,shopify,3,deny,manual,50000,57500,TRUE,FALSE,https://www.imobile.co.uk/assets/images/products/imobilestores-2325-6174-21564-1704370123-0195.webp,1,active
adaptador-iphone-a-audio-al1125,ADAPTADOR IPHONE A AUDIO,<p>ADAPTADOR IPHONE A AUDIO con garantía oficial Tecno+.</p>,Tecno+,Sonido y Audio,Sonido y Audio,"Sonido y Audio, tecno-plus",TRUE,Title,Default Title,AL1125,250,shopify,1,deny,manual,45000,51750,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_933300-MLC78569733631_082024-O.webp,1,active
type-c-to-3-5mm-audio-adapter-al1124,TYPE-C TO 3.5MM AUDIO ADAPTER,<p>TYPE-C TO 3.5MM AUDIO ADAPTER con garantía oficial Tecno+.</p>,Tecno+,Sonido y Audio,Sonido y Audio,"Sonido y Audio, tecno-plus",TRUE,Title,Default Title,AL1124,250,shopify,1,deny,manual,45000,51750,TRUE,FALSE,https://d3e54emdgoy1fq.cloudfront.net/uploads/product/image/440576/large_f1d76-PrimeCables-PC-Cab-CTOAUM-USB-Type-C-Type-C-to-3-5-mm-Audio-Aux-Jack-Adapter-Male-to-Male-4-Pole-Audio-Cable-PrimeCables-.jpg,1,active
type-c-to-for-ip-data-cable-cb4024c&i,TYPE-C TO FOR IP DATA CABLE,<p>TYPE-C TO FOR IP DATA CABLE con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,CB4024C&i,250,shopify,4,deny,manual,35000,40250,TRUE,FALSE,https://www.vidvie.hk/Uploads/2024-05-29/6656eded94891.png,1,active
lighthing-3-5mm-aux-cable-al1112,LIGHTHING & 3.5MM AUX CABLE,<p>LIGHTHING & 3.5MM AUX CABLE con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,AL1112,250,shopify,3,deny,manual,35000,40250,TRUE,FALSE,https://www.vidvie.hk/Uploads/20230112/1673510496556977.jpg,1,active
type-c-3-5mm-aux-cable-al1111,TYPE-C 3.5MM AUX CABLE,<p>TYPE-C 3.5MM AUX CABLE con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,AL1111,250,shopify,2,deny,manual,24000,27600,TRUE,FALSE,https://www.vidvie.hk/Uploads/20230112/1673510320628131.jpg,1,active
type-c-to-ip-fast-charging-data-cable-vs-b04t-i,TYPE-C TO IP FAST CHARGING DATA CABLE,<p>TYPE-C TO IP FAST CHARGING DATA CABLE con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,VS-B04t-i,250,shopify,5,deny,manual,15000,17250,TRUE,FALSE,https://ae01.alicdn.com/kf/S1f038f8851e541698a25c5d6234e1151X.jpg,1,active
vidvie-cable-tipo-c-2-4a-cb491t,VIDVIE CABLE TIPO C 2.4A,<p>VIDVIE CABLE TIPO C 2.4A con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,CB491T,250,shopify,4,deny,manual,18000,20700,TRUE,FALSE,https://vidvie.hk/Uploads/20210128/1611824390534466.jpg,1,active
cubos-fly-energy-2-4-a-9012,CUBOS FLY ENERGY 2.4 A,<p>CUBOS FLY ENERGY 2.4 A con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9012,250,shopify,1,deny,manual,15000,17250,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_971927-MLB68905950633_042023-O-cubo-cassete-fly-magneto-cr-mo.webp,1,active
